Name;Street1;Street2;Street3;City;Province;Zip;User;UserSS;Last Shipment;Last Contact;Rolling 12 Months Sales;Rolling 12 Months Sales LY;Sales Last Month;Sales Last Month LY;Balance
NEW MARINAS DI SABELLICO MAURO;VIA BOSCHETTO 6;;;TREZZANO SUL NAVIGLIO;MI;20090;;;10/12/18;;€0,00;€0,00;€0,00;€0,00;€0,00
NEW RETAIL CONCEPT  S.R.L.;CORSO DI PORTA TICINESE 60;;;MILANO;MI;20123;;;26/10/20;;€0,00;€0,00;€0,00;€0,00;€0,00
NEW STUDIONOVANTA S.R.L.;VIA MARSALA 9;;;MILANO;MI;20121;;;08/01/21;;€0,00;€0,00;€0,00;€0,00;€0,00
Nexive Spa;Via Fantoli 6/3;;;MIlano;MI;20138;;;29/11/19;;€0,00;€0,00;€0,00;€0,00;€0,00
NEXT AGENCY S.R.L.;VIA VARESE 18;;;MILANO;MI;20121;;;12/09/22;12/09/22;€0,00;€0,00;€0,00;€0,00;€0,00
NICCOLO BELLONI;VIA MOSCOVA 40/4;;;MILANO;MI;20121;;;02/07/18;;€0,00;€0,00;€0,00;€0,00;€0,00
Nicola Aruffo;;;;;;;;;;;€0,00;€0,00;€0,00;€0,00;€0,00
NICOLO' DOMENICO MILELLA;VIA BRAMANTE 29;;;MILANO;MI;20154;;;20/07/20;;€0,00;€0,00;€0,00;€0,00;€0,00
nicolo gatti srl;via volturno;1;;BERGAMO;BG;24124;Fabio Gallo;Fabio Gallo;;01/06/21;€0,00;€0,00;€0,00;€0,00;€0,00
nicolò gatti srl;viale lunigiana 35;;;milano;Monza e della Brianza;20125;Fabio Gallo;Fabio Gallo;;05/04/23;€0,00;€0,00;€0,00;€0,00;€0,00
nicolo srl;;;;;;;Fabio Gallo;Fabio Gallo;;;€0,00;€0,00;€0,00;€0,00;€0,00
NIC PR S.R.L.;VIALE ARGONNE 8;;;MILANO;MI;20133;;;21/12/20;;€0,00;€0,00;€0,00;€0,00;€0,00
 Niemas.ch;;;;;;;Fabio Gallo;Fabio Gallo;;;€0,00;€0,00;€0,00;€0,00;€0,00
NIEMAS SA;Rue De L'Evole n. 19;;;NEUCHATEL;Ginevra;2000;;;;17/10/22;€0,00;€0,00;€0,00;€0,00;€0,00
NIGRO DANIELE;VIA ADA NEGRI 46;;;LODI;;26900;;;12/02/18;;€0,00;€0,00;€0,00;€0,00;€0,00
NIQO S.R.L. - SOCIETA' A RESPONSABILITA' LIMITATA;VIALE ZARA 114;;;MILANO;MI;20125;;;20/09/19;;€0,00;€0,00;€0,00;€0,00;€0,00
NOCCIOLA S.R.L.;VIALE MONTE GRAPPA 7;;;MILANO;MI;20124;;;05/04/19;;€0,00;€0,00;€0,00;€0,00;€0,00
NODARI STEFANO;CORSO ROLANDI 20;;;QUARONA;VC;13017;;;14/08/19;29/11/19;€0,00;€0,00;€0,00;€0,00;€0,00
(NON USARE) BOTTEGA DELL'ARTE DEL VINO;VIALE MONTE SANTO 3;;;MILANO;MI;20124;;;25/10/19;21/03/23;€0,00;€0,00;€0,00;€0,00;€0,00
non usare tutto sbagliao;VIA PRIVATA MARIA TERESA 11;;;MILANO;MI;20123;;;16/12/19;16/11/20;€0,00;€0,00;€0,00;€0,00;€0,00
NORDRA SRL;PIAZZA PRINCIPESSA CLOTILDE 6;;;MILANO;MI;20121;;;16/10/18;;€0,00;€0,00;€0,00;€0,00;€0,00
NORDRA SRL;;;;;;;Fabio Gallo;Fabio Gallo;;12/11/22;€0,00;€0,00;€0,00;€0,00;€0,00
NORSTAT ITALIA S.R.L.;PIAZZALE BIANCAMANO 8;;;MILANO;MI;20121;;;17/12/18;;€0,00;€0,00;€0,00;€0,00;€0,00
NOTAIO DAVIDE MASCAGNI;VIALE CARLO CORNAGGIA 7;;;MERATE;LC;23807;;;09/03/18;;€0,00;€0,00;€0,00;€0,00;€0,00
NOTZ, STUCKI EUROPE S.A.;Via Principe Amedeo, 1,;;;Milano;MI;20121;;;06/06/18;;€0,00;€0,00;€0,00;€0,00;€0,00
NOUS S.R.L.;VIA FONTANA 25;;;MILANO;MI;20122;;;26/01/18;;€0,00;€0,00;€0,00;€0,00;€0,00
Nuance Interni Tessili;Corso Plebisciti 12;;;Milano;mi;20129;Fabio Gallo;Fabio Gallo;;11/11/21;€0,00;€0,00;€0,00;€0,00;€0,00
NUMERO UNO S.R.L.;VIA DELLA MOSCOVA 13;;;MILANO;MI;20121;Fabio Gallo;Fabio Gallo;06/11/19;;€0,00;€0,00;€0,00;€0,00;€0,00
NUMERO UNO S.R.L. C/O MBE;VIA DELLA MOSCOVA 13;;;MILANO;MI;20121;;;20/11/20;;€0,00;€0,00;€0,00;€0,00;€0,00
NUOVE ARTI S.R.L.;VIA SOLFERINO 22;;;MILANO;MI;20121;;;07/01/21;;€0,00;€0,00;€0,00;€0,00;€0,00
Nuovo Comitato Genitori di Pessano con Bornago;VIA ROMA 8;;;Pessano con Bornago;MI;20060;;;31/05/19;;€0,00;€0,00;€0,00;€0,00;€0,00
Obsydian Design S.r.l.;Via Galileo Galilei 5;;;MILANO;mi;20124;Fabio Gallo;Fabio Gallo;;06/03/23;€0,00;€0,00;€0,00;€0,00;€0,00
Occasionale 2023;Via Della Moscova 13;;;Milano;MI;20121;;;;06/04/23;€0,00;€0,00;€0,00;€0,00;€0,00
O.D.L. S.R.L.;VIA CISERINO 4/A;;;LIERNA;LC;23827;;;30/07/18;01/10/18;€0,00;€0,00;€0,00;€0,00;€0,00
ODRY DI PRAVETTONI BARBARA;VIA CASTELFIDARDO 10;;;MILANO;MI;20121;;;18/11/20;;€0,00;€0,00;€0,00;€0,00;€0,00
OD SHIPPING S.R.L.;CORSO ROSSELLI 15;;;CARRARA;MS;54033;;;22/01/20;;€0,00;€0,00;€0,00;€0,00;€0,00
OFFICE DEPOT ITALIA S.R.L.;Strada 1 Pal.E3 - Centro Dir. Milan;;;ASSAGO;MI;20090;;;09/10/19;;€0,00;€0,00;€0,00;€0,00;€0,00
OFFICE SERVICES DI MASSIMILIANO CANDELIERI;CORSO FRANCIA 238;;;RIVOLI;TO;10098;;;13/03/18;04/06/20;€0,00;€0,00;€0,00;€0,00;€0,00
OFFICINA SONORA DEL BIGALLO SRLS;Via Bigallo e Apparita 4;;;Bagno a Ripoli;fi;50012;Fabio Gallo;Fabio Gallo;;06/10/22;€0,00;€0,00;€0,00;€0,00;€0,00
OFFICINE DOLCE VITA S.R.L.;Piazza Quattro Novembre, 7,;;;M ILANO;MI;20124;Fabio Gallo;Fabio Gallo;;20/04/21;€0,00;€0,00;€0,00;€0,00;€0,00
OFNETWORK SRL;via Copernico 38;;;MILANO;MI;20146;;;22/01/18;01/03/18;€0,00;€0,00;€0,00;€0,00;€0,00
OIL & GAS RESOURCES ITALY S.R.L., DETTA BREVEMENTE ORI S.R.L.;Via Costantino Baroni 192A;;;MILANO;MI;20142;;;08/06/18;;€0,00;€0,00;€0,00;€0,00;€0,00
OLAM ITALIA S.R.L.;VIA CESARE MANGILI 3;;;MILANO;MI;20121;;;19/12/19;;€0,00;€0,00;€0,00;€0,00;€0,00
OLAM ITALIA S.R.L.;VIA CESARE MANGILI 3;;;MILANO;MI;20121;;;15/12/20;;€0,00;€0,00;€0,00;€0,00;€0,00
OLIVYOU S.R.L.;VIA VISERBA, 20;;;MILANO;MI;20126;Fabio Gallo;Fabio Gallo;;14/09/22;€0,00;€0,00;€0,00;€0,00;€0,00
OLORAMA;ROMON Y CASAL 33;;;TORRENT;;46900;;;09/10/18;;€0,00;€0,00;€0,00;€0,00;€0,00
OMEGA STATION S.R.L.;VIA COL DI LANA, 2;;;MALO;VI;36034;;;;11/10/21;€0,00;€0,00;€0,00;€0,00;€0,00
ONCE DI GIOVANNI COPPOLECCHIA;VIA MARSALA 11;;;MILANO;MI;20121;;;06/07/18;;€0,00;€0,00;€0,00;€0,00;€0,00
ONE33 INVESTMENT HOUSE S.R.L.;PIAZZA SANT'ERASMO 5;;;MILANO;MI;20121;;;29/04/19;;€0,00;€0,00;€0,00;€0,00;€0,00
ONE - FACTORY S.R.L.;VIA MARONCELLI PIETRO 5;;;MILANO;MI;20154;;;11/07/19;;€0,00;€0,00;€0,00;€0,00;€0,00
Onegrafix di Marco Sossini;;;;;;;;;;;€0,00;€0,00;€0,00;€0,00;€0,00
ONZESNC;VIA PARINI 9;;;MILANO;MI;20121;;;08/02/18;;€0,00;€0,00;€0,00;€0,00;€0,00
OPI MI LO MB;CORSO DI PORTA NUOVA 52/A;;;MILANO;MI;20121;;;19/01/21;;€0,00;€0,00;€0,00;€0,00;€0,00
OPPIMI ITALIA SRL;CORSO DI PORTA NUOVA 15;;;MILANO;MI;20121;;;05/04/18;;€0,00;€0,00;€0,00;€0,00;€0,00
OPPORTUNITY HOLDING SRL;VIA PALESTRO 6;;;MILANO;;20121;;;17/02/18;;€0,00;€0,00;€0,00;€0,00;€0,00
oral balloula;via della moscova 2;;;milano;;;;;29/07/20;;€0,00;€0,00;€0,00;€0,00;€0,00
ORBITA S.R.L.;VIA SAN GIUSEPPE COTTOLENGO 32;;;MILANO;MI;20143;;;03/10/19;;€0,00;€0,00;€0,00;€0,00;€0,00
ORLANDO FILM;VIA ARISTOTELE N. 14;;;MILANO;MI;20121;;;10/06/20;;€0,00;€0,00;€0,00;€0,00;€0,00
ORLANDO SAVOLDO;;;;;;;;;;;€0,00;€0,00;€0,00;€0,00;€0,00
ORMESA S.R.L.;VIA A. DA SANGALLO 1;;;FOLIGNO;PG;06034;;;09/01/18;;€0,00;€0,00;€0,00;€0,00;€0,00
Ornela Meta;;;;;;;;;;;€0,00;€0,00;€0,00;€0,00;€0,00
Orsi di Salmini Giulia;;;;;;;;;;;€0,00;€0,00;€0,00;€0,00;€0,00
ORTOFRUTTA LA BOLOGNESE S.R.L.;VIA LOMBROSO 54;;;MILANO;MI;20137;;;01/09/18;;€0,00;€0,00;€0,00;€0,00;€0,00
ortofrutta Le Sorelle Snc;;;;;;;;;;13/10/21;€0,00;€0,00;€0,00;€0,00;€0,00
O.S.D di Tommasini Andrea;;;;;;;;;;29/01/22;€0,00;€0,00;€0,00;€0,00;€0,00
osteria dell'ardiglione srl;;;;;;;;;;;€0,00;€0,00;€0,00;€0,00;€0,00
Oticon Italia; Via Panciatichi, 94;;;Firenze;; 50127 ;Fabio Gallo;Fabio Gallo;;14/10/22;€0,00;€0,00;€0,00;€0,00;€0,00
OTTICA BARDELLI S.R.L.;FORO BUONAPARTE 74;;;MILANO;MI;20121;;;14/03/19;;€0,00;€0,00;€0,00;€0,00;€0,00
outpump srls;;;;;;;;;;10/05/22;€0,00;€0,00;€0,00;€0,00;€0,00
OUT THERE MEDIA S.R.L.;VIA SANTA CROCE 12;;;MILANO;MI;20122;;;06/09/18;;€0,00;€0,00;€0,00;€0,00;€0,00
OWL EMPORIUM S.N.C. DI CONTE MICHELE E SCANFERLATO LORENZO;VIA BORGO TREVISO 200;;;CASTELFRANCO VENETO;TV;31033;;;27/11/18;27/11/18;€0,00;€0,00;€0,00;€0,00;€0,00
OXALIS REAL ESTATE ADVISORS S.R.L.;VIA ANDREANI PAOLO 6;;;MILANO;MI;20122;;;16/09/20;;€0,00;€0,00;€0,00;€0,00;€0,00
OXY CAPITAL ITALIA S.R.L.;VIA SAN BARNABA 32;;;MILANO;MI;20122;;;29/05/19;;€0,00;€0,00;€0,00;€0,00;€0,00
PACIFICO S.R.L. NON USARE;VIA SANTA TECLA, 5;;;MILANO;MI;20122;;;04/02/21;;€0,00;€0,00;€0,00;€0,00;€0,00
PALAMARA NUNZIO;CORSO DI PORTA NUOVA 38;;;MILANO;MI;20121;;;22/02/19;;€0,00;€0,00;€0,00;€0,00;€0,00
PALAZZO DI VARIGNANA S.R.L.;VIA DELLA ZECCA 2;;;BOLOGNA;BO;40121;;;18/12/18;;€0,00;€0,00;€0,00;€0,00;€0,00
PALLADIO CORPORATE FINANCE S.R.L.;STRADA STATALE PADANA VERSO VERONA;;;VICENZA;VI;36100;;;18/12/20;;€0,00;€0,00;€0,00;€0,00;€0,00
PALUMMO ANTONIO;VIA PROVINCIALE 89;;;CORIGLIANO CALABRO;CS;87060;;;01/10/18;;€0,00;€0,00;€0,00;€0,00;€0,00
Paolo Badesco Interior Design s.r.l;Viale di Porta Vercellina, 5;;;Milano;MI;20123;;;20/03/18;14/09/17;€0,00;€0,00;€0,00;€0,00;€0,00
PAOLO BUONO;VIA SAN FERMO 1;;;MILANO;MI;20121;;;22/02/18;;€0,00;€0,00;€0,00;€0,00;€0,00
PAOLO FRANZONI;VIA SOLFERINO 7;;;MILANO;MI;20121;;;08/06/18;;€0,00;€0,00;€0,00;€0,00;€0,00
Paolo Giraldi;;;;;;;;;;;€0,00;€0,00;€0,00;€0,00;€0,00
PAOLO MAZZONI;VIA DELLA RESISTENZA 2D;;;LISCATE;MI;20060;;;15/06/18;14/10/22;€0,00;€0,00;€0,00;€0,00;€0,00
Paolo Patrizi;;;;;;;;;;03/09/21;€0,00;€0,00;€0,00;€0,00;€0,00
paolo perillo;viale tunisia 22;;;milano;mi;20124;Fabio Gallo;Fabio Gallo;26/03/21;;€0,00;€0,00;€0,00;€0,00;€0,00
PAOLO RICCADONNA;VIALE FULVIO TESTI 30;;;MILANO;MI;20126;;;29/07/20;;€0,00;€0,00;€0,00;€0,00;€0,00
paolo roselli;via giuseppe rovani 11;;;mi;mi;milano;;;09/01/18;;€0,00;€0,00;€0,00;€0,00;€0,00
Papis Cesare Srl;;;;;;;Fabio Gallo;Fabio Gallo;;17/10/22;€0,00;€0,00;€0,00;€0,00;€0,00
PARDELLI NICOLA;VIA CARDUCCI 15/R;;;VERMEZZO CON ZELO;MI;20071;;;18/12/19;;€0,00;€0,00;€0,00;€0,00;€0,00
Parkomondo srl;Corso di Porta Nuova, 36/38;;;Milano;mi;20121;;;08/08/18;;€0,00;€0,00;€0,00;€0,00;€0,00
Parmigiani Fleurier Distribuzione Italia s.r.l.;Via Monte di Pietà, 24;;;Milano;MI;20121;;;31/10/18;22/01/19;€0,00;€0,00;€0,00;€0,00;€0,00
PARNASO MARCO;VIA BOIFAVA 56;;;MILANO;MI;20142;;;29/10/20;;€0,00;€0,00;€0,00;€0,00;€0,00
PARROCCHIA SAN MARCO;PIAZZA SAN MARCO 2;;;MILANO;MI;20121;;;11/01/18;;€0,00;€0,00;€0,00;€0,00;€0,00
PARSIFAL BIRRIFICIO ARTIGIANALE S.R.L.;;;;;;;;;;;€0,00;€0,00;€0,00;€0,00;€0,00
PARSI MARIA RITA;VIA GIULIO CACCIANI 3;;;ROMA;RM;00198;;;29/11/18;;€0,00;€0,00;€0,00;€0,00;€0,00
PASAR LEILA;VIA FATEBENEFRATELLI, 32;;;MILANO;MI;20121;;;;05/04/22;€0,00;€0,00;€0,00;€0,00;€0,00
PASETTI RE S.R.L.;VIA MELZI D'ERIL FRANCESCO 21;;;MILANO;MI;20154;;;04/09/19;;€0,00;€0,00;€0,00;€0,00;€0,00
PASQUALE MICCINELLI;VIA CASTELFIDARDO 8;;;MILANO;;20121;;;15/12/18;;€0,00;€0,00;€0,00;€0,00;€0,00
passaggio s.a.s;corso garibaldi 50;;;milano;mi;20121;;;30/10/20;;€0,00;€0,00;€0,00;€0,00;€0,00
PASSION BLANCHE SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA;VIA MONTI VINCENZO 15;;;MILANO;MI;20123;Fabio Gallo;Fabio Gallo;15/12/22;05/04/23;€0,00;€0,00;€0,00;€0,00;€0,00
P.A.S. SRL;Via San Giuseppe la Rena 30;;;Catania;CT;95121;;;14/05/18;31/07/17;€0,00;€0,00;€0,00;€0,00;€0,00
P.A.S. Srl a Socio Unico;VIA SAN GIUSEPPE LA RENA 30;;;CATANIA;;95121;;;06/03/18;;€0,00;€0,00;€0,00;€0,00;€0,00
PASTICCERIA GIOIA S.R.L.;VIA GIOIA M. 141;;;MILANO;MI;20124;;;29/01/21;16/04/21;€0,00;€0,00;€0,00;€0,00;€80,84
Pasticceria Ranieri di Morosini Bruna;Via S. Giovanni sul Muro 4;;;Milano;MI;20121;;;20/01/23;;€0,00;€0,00;€0,00;€0,00;€0,00
PASTOR s.r.l.;Piazza Duca d'Aosta 1;;;Melzo;MI;20066;;;05/11/20;;€0,00;€0,00;€0,00;€0,00;€0,00
PAULINE GUZMAN;USA;;;;;;Fabio Gallo;Fabio Gallo;;;€0,00;€0,00;€0,00;€0,00;€0,00
PAY BACK GROUP ITALIA S.R.L.;VIALE LODOVICO SCARAMPO 41;;;MILANO;MI;20148;;;01/02/19;;€0,00;€0,00;€0,00;€0,00;€0,00
PCC SRLS;;;;;;;;;;;€0,00;€0,00;€0,00;€0,00;€0,00
P CUBE REAL ESTATE S.R.L.;VIA MONTENAPOLEONE 8;;;MILANO;MI;20121;;;14/02/19;;€0,00;€0,00;€0,00;€0,00;€0,00
PEDERSOLI STUDIO LEGALE;VIA MONTE DI PIETA'' 15;;;MILANO;MI;20121;;;21/12/20;;€0,00;€0,00;€0,00;€0,00;€0,00
PELICAN;Via Giorgio Washington, 76;;;Milano;Mi;20146;Fabio Gallo;Fabio Gallo;;26/11/22;€0,00;€0,00;€0,00;€0,00;€0,00
PELLIZZARI CARLOTTA;VIA PRIVATA CESARE MANGILI 5;;;MILANO;MI;20121;;;15/10/18;;€0,00;€0,00;€0,00;€0,00;€0,00
PELLIZZARI STEFANIA;VIA DEL VECCHIO POLITECNICO 3;;;MILANO;MI;20121;;;31/01/19;;€0,00;€0,00;€0,00;€0,00;€0,00
Pendi di Zhou Jia Liang;;;;;;;;;;09/10/21;€0,00;€0,00;€0,00;€0,00;€0,00
PENNISI NFT ART GALLERY;VIA DELLA CHIUSA 2;;;MILANO;MI;20123;;;;;€0,00;€0,00;€0,00;€0,00;€0,00
PERCICOTTI SANTANA DORIS;VIA ALTINATE 147;;;PADOVA;PD;35121;;;15/03/18;;€0,00;€0,00;€0,00;€0,00;€0,00
PER CONSULTING S.R.L.;VIA GIUSEPPE DI VITTORIO 61;;;PESCHIERA BORROMEO;MI;20068;;;06/10/18;;€0,00;€0,00;€0,00;€0,00;€0,00
PERINI GROUP & ASSOCIATI S.R.L. O, IN FORMA ABBREVIATA, PGA S.R.L .;VIA BROGGI GIUSEPPE 22;;;MILANO;MI;20129;;;28/12/20;22/04/21;€0,00;€0,00;€0,00;€0,00;€0,00
Petite Puce Lang & Baumann;Spitalackerstrasse 60;;;Bern;;3013;;;18/07/19;;€0,00;€0,00;€0,00;€0,00;€0,00
PETRACCA & CO CAPITAL S.A. FONDO ORIZZONTE;28 BOULEVARD ROYAL;;;LUXEMBOURG;;L-2449;Fabio Gallo;Fabio Gallo;03/03/21;;€0,00;€0,00;€0,00;€0,00;€0,00
PETRONE GABRIELLA;VIA VENINI 136;;;VARENNA;LC;23829;;;18/09/19;;€0,00;€0,00;€0,00;€0,00;€0,00
PETRUS S.N.C. DI MARCO PETRUS & C.;VIA GARIGLIANO 8;;;MILANO;MI;20159;;;02/12/20;26/11/20;€0,00;€0,00;€0,00;€0,00;€0,00
PFC S.R.L.;CONTRA' DEL MONTE 13;;;VICENZA;VI;36100;;;14/12/20;;€0,00;€0,00;€0,00;€0,00;€0,00
PGA;Via Broggi 22;;;Milano;mi;20129;;;11/12/20;;€0,00;€0,00;€0,00;€0,00;€0,00
PGP S.R.L.;VIA PARINI GIUSEPPE 5;;;MILANO;MI;20121;;;30/09/20;;€0,00;€0,00;€0,00;€0,00;€0,00
PHARMA PUGLIA SOCIETA' AGRICOLA A RESPONSABILITA' LIMITATA;VIA DELL' ORSO 9;;;MILANO;MI;20121;;;13/01/21;04/11/19;€0,00;€0,00;€0,00;€0,00;€0,00
Phiroboxes;7-9 boulevard du jeu ballon;;;Grasse;;06130;Fabio Gallo;Fabio Gallo;;08/02/22;€0,00;€0,00;€0,00;€0,00;€0,00
PICCADILLY S.R.L.;VIA CAVOUR 33;;;PIACENZA;PC;29100;;;26/10/20;28/02/22;€0,00;€0,00;€0,00;€0,00;€0,00
PIERGIORGIO ARNE ';VIA SAN FRANCESCO 57;;;PIETRA LIGURE;GE;17027;;;11/09/18;;€0,00;€0,00;€0,00;€0,00;€0,00
PIERMIA S.R.L.;PIAZZA D'ITALIA 26;;;SASSARI;SS;07100;;;21/01/20;;€0,00;€0,00;€0,00;€0,00;€0,00
PIERPAOLO MARANO;VIA FONTANA 4;;;MILANO;MI;20122;;;14/12/20;;€0,00;€0,00;€0,00;€0,00;€0,00
PIERRES POEMES;27 TRAVERSE DE LA PAOUTE;;;GRASSE;;06130;;;10/04/18;;€0,00;€0,00;€0,00;€0,00;€0,00
PIETRO ACQUAVIVA;CORSO DI PORTA NUOVA 2;;;MILANO;MI;20121;;;27/03/19;;€0,00;€0,00;€0,00;€0,00;€0,00
PILAR sas di Esposito Salvador Adolfo;Viale Mentana 41/A;;;Parma;PR;43121;;;15/05/18;28/12/21;€0,00;€0,00;€0,00;€0,00;€0,00
PILAR SAS DI ESPOSITO SALVADOR ADOLFO;Viale Mentana 41/A;;;Parma;PR;43121;;;09/05/18;28/12/21;€0,00;€0,00;€0,00;€0,00;€0,00
PINK BOX S.R.L.S.;VIA LARGA 6;;;MILANO;MI;20122;;;20/09/18;;€0,00;€0,00;€0,00;€0,00;€0,00
PITTARELLO S.P.A.;VIA AUSTRIA, 29;;;PADOVA;PD;35127;Fabio Gallo;Fabio Gallo;;04/10/22;€0,00;€0,00;€0,00;€0,00;€0,00
Pittau Alessia;Via Flumendosa 16;;;Milano;MI;20132;;;11/11/19;;€0,00;€0,00;€0,00;€0,00;€0,00
Più Sud srl;;;;;;;;;;;€0,00;€0,00;€0,00;€0,00;€0,00
Piviluci;;;;;;;;;;;€0,00;€0,00;€0,00;€0,00;€0,00
PJ Collection S.r.l;;;;;;;;;;04/10/21;€0,00;€0,00;€0,00;€0,00;€0,00
P.L.S.  S.R.L. PROFESSIONISTI PER IL LAVORO IN SICUREZZA;VIA TURATI 26;;;MILANO;MI;20121;;;21/01/20;;€0,00;€0,00;€0,00;€0,00;€0,00
PMI CAPITAL S.R.L.;VIA CESARE CANTU 1;;;MILANO;MI;20123;;;20/09/18;;€0,00;€0,00;€0,00;€0,00;€0,00
PODBIELSKI CONTEMPORARY DI ANDREW PETER PODBIELSKI;VIA MONTI VINCENZO 12;;;MILANO;MI;20123;;;26/09/18;;€0,00;€0,00;€0,00;€0,00;€0,00
POKE HOUSE S.R.L.;CORSO GIUSEPPE GARIBALDI 12;;;MILANO;MI;20121;;;02/09/20;;€0,00;€0,00;€0,00;€0,00;€0,00
PONDEROSA MUSIC & ART S.R.L.;PIAZZA S MARIA DELLE GRAZIE 1;;;MILANO;MI;20123;Fabio Gallo;Fabio Gallo;17/05/19;13/05/21;€0,00;€0,00;€0,00;€0,00;€0,00
PONTE UFITA Srl;;;;;;;;;;;€0,00;€0,00;€0,00;€0,00;€0,00
pony express;s;;;s;s;s;;;;26/10/21;€0,00;€0,00;€0,00;€0,00;€0,00
POORYA SARHADI;VIA  FRATELLI BRONZETTI;;;MILANO;mi;20129;;;09/11/21;15/12/21;€0,00;€0,00;€0,00;€0,00;€0,00
POPONCINI CRISTIANO;VIA ALCIDE DE GASPERI N 20;;;MILANO;MI;20854;;;02/10/19;;€0,00;€0,00;€0,00;€0,00;€0,00
PORTOSOLE SPA;VIA DEL CASTILLO 17;;;SANREMO;IM;18038;;;22/01/18;;€0,00;€0,00;€0,00;€0,00;€0,00
Postal express srl;via cervantes,55;;;Napoli;NA;80133;;;17/01/20;;€0,00;€0,00;€0,00;€0,00;€0,00
POWERSAVE SOLUTION SRL;PIAZZA CASTELLO 19;;;MILANO;MI;20121;;;17/07/18;;€0,00;€0,00;€0,00;€0,00;€0,00
PPG;;;;;;;Fabio Gallo;Fabio Gallo;;12/11/22;€0,00;€0,00;€0,00;€0,00;€0,00
PR3 S.R.L.;VIA VOLTURNO 35;;;MILANO;MI;20124;;;09/04/19;;€0,00;€0,00;€0,00;€0,00;€0,00
PRIMA SRL;VIA THOMAS ALVA EDISON, 209;;;SETTIMO MILANESE;MI;20019;;;;20/04/22;€0,00;€0,00;€0,00;€0,00;€0,00
PRIMISSIMA - S.A.S. - DI NANNI RICCARDO E C.;VIA SAN GREGORIO, 45;;;MILANO;MI;20124;Giordano Greco;Giordano Greco;;09/03/22;€0,00;€0,00;€0,00;€0,00;€0,00
PRIVATE & BUSINESS RE SERVICES DI FABRIZIO IMPERLINO;VIA DEGLI SCIPIONI 2;;;MILANO;MI;20123;;;17/01/20;;€0,00;€0,00;€0,00;€0,00;€0,00
PRIVATO S.R.L.;piazzale luigi cadorna 13;;;milano;mi;20123;;;31/01/18;;€0,00;€0,00;€0,00;€0,00;€0,00
PRIVITERA PAOLO;CORSO DI PORTA NUOVA 11;;;MILANO;MI;20121;;;06/07/18;;€0,00;€0,00;€0,00;€0,00;€0,00
PROBE S.R.L.;VIA TADINO ALESSANDRO 20;;;MILANO;MI;20124;;;23/05/19;;€0,00;€0,00;€0,00;€0,00;€0,00
prodotti in sicilia ma.gia. srls;f;f;;Messina;;;;;;29/07/21;€0,00;€0,00;€0,00;€0,00;€0,00
PRODOTTI SPIGA SRL;VIA DE AMICIS EDMONDO 53;;;MILANO;MI;20123;;;22/08/18;;€0,00;€0,00;€0,00;€0,00;€0,00
PROGETTO AIRAMANNA DI ANNAMARIA CONTICELLI;VIA POSTIERLA  12/D;;;ORVIETO;TR;05018;;;09/10/20;;€0,00;€0,00;€0,00;€0,00;€0,00
PROMELIT;Via Modigliani Amedeo,20;;;cinisello;mi;20092;Fabio Gallo;Fabio Gallo;;17/05/22;€0,00;€0,00;€0,00;€0,00;€0,00
PROMOTEX SAS DI SERGIO GHIRINGHELLI E C;VIA SAN MARCO 22/A;;;MILANO;MI;20121;;;18/12/20;;€0,00;€0,00;€0,00;€0,00;€0,00
PROMOZIONE ATTIVITA E SERVIZI  SCI S.R.L.;VIALE LIEGI 48;;;ROMA;RM;00198;;;14/03/18;;€0,00;€0,00;€0,00;€0,00;€0,00
PROMOZIONE ELETTO PRODOTTO DELL'ANNO;S;;;MILANO;MI;20121;;;;;€0,00;€0,00;€0,00;€0,00;€0,00
Prospect bottiglie;s;;;milano;mi;20121;;;;;€0,00;€0,00;€0,00;€0,00;€0,00
Prospect test;;;;;;;Fabio Gallo;Fabio Gallo;;;€0,00;€0,00;€0,00;€0,00;€0,00
PROTECH S.R.L.;Via Pogliano, 26A;;;Lainate;mi;20020;Fabio Gallo;Fabio Gallo;;14/06/22;€0,00;€0,00;€0,00;€0,00;€0,00
Prova 1 Febbraio;Viale Lunigiana 35;;;Milano;Milano;20141;Fabio Gallo;Fabio Gallo;;14/02/23;€0,00;€0,00;€0,00;€0,00;€0,00
Prova 7 Febbraio;Viale Lunigiana 35;;;Milano;Milano;20141;Fabio Gallo;Fabio Gallo;;14/02/23;€0,00;€0,00;€0,00;€0,00;€0,00
Provalead;;;;;;;Fabio Gallo;Fabio Gallo;;;€0,00;€0,00;€0,00;€0,00;€0,00
PRV SNC di Provenzano Fabio e c.;Via Ermanno Gè 9/11;;;Stradella;PV;27049;;;04/12/19;01/06/22;€0,00;€0,00;€0,00;€0,00;€0,00
PRV S.N.C. DI PROVENZANO FABIO E C.;VIA SAN SALUTO, 74;;;BRONI;PV;27043;;;;15/03/23;€0,00;€0,00;€0,00;€0,00;€0,00
PS ADVISORY SRL;via MARCO DE MARCHI 2;;;MILANO;MI;20121;;;08/05/18;;€0,00;€0,00;€0,00;€0,00;€0,00
 Puato  Alessandra;;;;;;;;;;18/05/21;€0,00;€0,00;€0,00;€0,00;€0,00
